FOODID;FOODUNIT;MASS
32714;PORTL;40,00
32715;PORTL;25,00
32715;PORT1000KJ;53,52
32715;PORTS;5,00
32715;PORTM;13,00
32716;PORT1000KJ;351,37
32716;DL;100,00
32716;RKL;15,00
32716;TL;5,00
32716;PORTL;100,00
32716;PORTM;50,00
32716;PORTS;25,00
32717;PORT1000KJ;63,79
32717;DL;13,00
32717;PORTS;25,00
32717;PORTM;30,00
32717;PORTL;35,00
32718;PORT1000KJ;65,37
32718;DL;13,00
32718;PORTS;25,00
32718;PORTM;30,00
32718;PORTL;35,00
32719;PORT1000KJ;328,01
32719;DL;100,00
32719;RKL;15,00
32719;PORTS;200,00
32719;PORTM;350,00
32719;PORTL;400,00
32720;PORT1000KJ;62,24
32720;DL;13,00
32720;PORTL;35,00
32720;PORTM;30,00
32720;PORTS;25,00
32721;PORT1000KJ;286,14
32721;DL;100,00
32721;RKL;15,00
32721;TL;5,00
32721;PORTS;25,00
32721;PORTM;50,00
32721;PORTL;100,00
32722;PORT1000KJ;122,51
32722;PORTL;210,00
32722;PORTM;150,00
32722;PORTS;60,00
32723;PORT1000KJ;67,33
32723;KPL_S;40,00
32723;KPL_M;70,00
32723;KPL_L;100,00
32723;PORTL;100,00
32723;PORTS;40,00
32723;PORTM;70,00
32724;PORT1000KJ;97,34
32724;PORTL;210,00
32724;PORTM;150,00
32724;PORTS;60,00
32726;PORT1000KJ;103,44
32726;KPL_S;30,00
32726;KPL_M;50,00
32726;KPL_L;70,00
32726;PORTS;20,00
32726;PORTM;30,00
32726;PORTL;40,00
32728;PORT1000KJ;103,45
32728;KPL_S;30,00
32728;KPL_M;50,00
32728;KPL_L;70,00
32728;PORTS;20,00
32728;PORTM;30,00
32728;PORTL;40,00
32729;PORT1000KJ;738,28
32729;PORTS;40,00
32729;PORTM;100,00
32729;PORTL;200,00
32730;PORT1000KJ;87,57
32730;KPL_VALM;23,00
32730;KPL_M;25,00
32730;PORTS;20,00
32730;PORTM;30,00
32730;PORTL;40,00
32731;PORT1000KJ;70,41
32731;PORTM;70,00
32731;PORTL;80,00
32731;PORTS;55,00
32732;PORT1000KJ;186,20
32732;DL;45,00
32732;PORTL;200,00
32732;PORTM;175,00
32732;PORTS;135,00
32733;PORT1000KJ;42,91
32733;KPL_VALM;20,00
32733;PORTS;10,00
32733;PORTM;20,00
32733;PORTL;40,00
32734;PORTL;400,00
32734;PORT1000KJ;600,60
32734;DL;100,00
32734;RKL;15,00
32734;PORTS;150,00
32734;PORTM;200,00
32735;PORTL;250,00
32735;PORTM;200,00
32735;PORTS;150,00
32735;PORT1000KJ;446,43
32735;DL;100,00
32735;RKL;15,00
32735;TL;5,00
32737;PORT1000KJ;472,88
32737;DL;100,00
32737;RKL;15,00
32737;TL;5,00
32737;PORTL;400,00
32737;PORTM;200,00
32737;PORTS;150,00
32739;PORT1000KJ;603,35
32739;DL;100,00
32739;RKL;15,00
32739;TL;5,00
32739;PORTL;500,00
32739;PORTM;330,00
32739;PORTS;170,00
32740;PORT1000KJ;1815,21
32740;DL;100,00
32740;RKL;15,00
32740;TL;5,00
32740;PORTS;170,00
32740;PORTM;330,00
32740;PORTL;500,00
32741;PORT1000KJ;58,21
32741;PORTS;5,00
32741;PORTL;20,00
32741;PORTM;10,00
32743;PORTM;10,00
32743;PORT1000KJ;57,04
32743;KPL_M;6,00
32743;PORTS;5,00
32743;PORTL;20,00
32744;PORT1000KJ;122,86
32744;DL;115,00
32744;RKL;17,00
32744;TL;5,50
32744;PORTM;20,00
32744;PORTS;10,00
32744;PORTL;30,00
32745;PORT1000KJ;2450,98
32745;DL;100,00
32745;RKL;15,00
32745;TL;5,00
32745;PORTS;250,00
32745;PORTM;330,00
32745;PORTL;500,00
32746;PORT1000KJ;7352,94
32746;TL;5,00
32746;RKL;15,00
32746;DL;100,00
32746;PORTL;500,00
32746;PORTM;330,00
32746;PORTS;250,00
32747;PORT1000KJ;100,92
32747;KPL_M;130,00
32747;KPL_L;170,00
32747;PORTS;145,00
32747;PORTM;300,00
32747;PORTL;500,00
32752;PORT1000KJ;101,79
32752;KPL_S;200,00
32752;KPL_M;320,00
32752;KPL_L;585,00
32752;PORTS;75,00
32752;PORTM;175,00
32752;PORTL;350,00
32753;PORT1000KJ;136,50
32753;KPL_S;200,00
32753;KPL_M;320,00
32753;KPL_L;585,00
32753;PORTS;75,00
32753;PORTM;175,00
32753;PORTL;350,00
32755;PORT1000KJ;105,17
32755;KPL_S;200,00
32755;KPL_M;320,00
32755;KPL_L;585,00
32755;PORTS;75,00
32755;PORTM;175,00
32755;PORTL;350,00
32756;PORT1000KJ;100,33
32756;KPL_L;585,00
32756;KPL_M;320,00
32756;KPL_S;200,00
32756;PORTL;350,00
32756;PORTM;175,00
32756;PORTS;75,00
32757;PORT1000KJ;130,13
32757;KPL_L;585,00
32757;KPL_M;320,00
32757;KPL_S;200,00
32757;PORTL;350,00
32757;PORTM;175,00
32757;PORTS;75,00
32758;PORTL;400,00
32758;PORTM;200,00
32758;PORTS;150,00
32758;PORT1000KJ;620,58
32758;DL;100,00
32758;RKL;15,00
32759;PORT1000KJ;142,89
32759;KPL_S;200,00
32759;KPL_M;320,00
32759;KPL_L;585,00
32759;PORTS;75,00
32759;PORTM;175,00
32759;PORTL;350,00
32761;PORT1000KJ;114,95
32761;KPL_L;585,00
32761;KPL_M;320,00
32761;KPL_S;200,00
32761;PORTL;350,00
32761;PORTM;175,00
32761;PORTS;75,00
32762;PORT1000KJ;123,51
32762;KPL_L;585,00
32762;KPL_M;320,00
32762;KPL_S;200,00
32762;PORTL;350,00
32762;PORTM;175,00
32762;PORTS;75,00
32763;PORT1000KJ;131,03
32763;KPL_S;200,00
32763;KPL_M;320,00
32763;KPL_L;585,00
32763;PORTS;75,00
32763;PORTM;175,00
32763;PORTL;350,00
32764;PORT1000KJ;125,61
32764;KPL_S;200,00
32764;KPL_M;320,00
32764;KPL_L;585,00
32764;PORTS;75,00
32764;PORTM;175,00
32764;PORTL;350,00
32765;PORT1000KJ;114,96
32765;KPL_L;585,00
32765;KPL_M;320,00
32765;KPL_S;200,00
32765;PORTL;350,00
32765;PORTM;175,00
32765;PORTS;75,00
32766;PORT1000KJ;89,41
32766;KPL_S;200,00
32766;KPL_M;320,00
32766;KPL_L;585,00
32766;PORTS;75,00
32766;PORTM;175,00
32766;PORTL;350,00
32767;PORT1000KJ;114,86
32767;KPL_S;200,00
32767;KPL_M;320,00
32767;KPL_L;585,00
32767;PORTS;75,00
32767;PORTM;175,00
32767;PORTL;350,00
32768;PORT1000KJ;127,02
32768;KPL_S;200,00
32768;KPL_M;320,00
32768;KPL_L;585,00
32768;PORTS;75,00
32768;PORTM;175,00
32768;PORTL;350,00
32769;PORT1000KJ;106,63
32769;KPL_L;585,00
32769;PORTL;320,00
32769;PORTM;175,00
32769;PORTS;75,00
32769;KPL_M;320,00
32769;KPL_S;200,00
32770;PORT1000KJ;1470,59
32770;DL;100,00
32770;RKL;15,00
32770;TL;5,00
32770;PORTS;170,00
32770;PORTM;300,00
32770;PORTL;500,00
32771;DL;100,00
32771;RKL;15,00
32771;TL;5,00
32771;PORTS;170,00
32771;PORTM;300,00
32771;PORTL;500,00
32772;TL;5,00
32772;RKL;15,00
32772;DL;100,00
32772;PORTL;500,00
32772;PORTM;300,00
32772;PORTS;170,00
32773;PORT1000KJ;2100,84
32773;TL;5,00
32773;RKL;15,00
32773;DL;100,00
32773;PORTL;500,00
32773;PORTM;300,00
32773;PORTS;170,00
32774;PORT1000KJ;457,12
32774;TL;5,00
32774;DL;100,00
32774;PORTS;150,00
32774;RKL;15,00
32774;PORTM;200,00
32774;PORTL;400,00
32775;PORT1000KJ;339,73
32775;KPL_VALM;100,00
32775;PORTS;50,00
32775;PORTM;100,00
32775;PORTL;150,00
32777;KPL_VALM;700,00
32777;PORT1000KJ;168,25
32777;PORTS;250,00
32777;PORTM;300,00
32777;PORTL;350,00
32778;PORT1000KJ;114,28
32778;KPL_L;20,00
32778;KPL_S;8,00
32778;KPL_M;11,00
32778;PORTS;5,00
32778;PORTM;11,00
32778;PORTL;22,00
32779;PORT1000KJ;116,50
32779;KPL_L;20,00
32779;KPL_S;8,00
32779;KPL_M;11,00
32779;PORTS;5,00
32779;PORTL;22,00
32779;PORTM;11,00
32780;PORT1000KJ;113,72
32780;KPL_L;20,00
32780;KPL_S;8,00
32780;KPL_M;11,00
32780;PORTS;5,00
32780;PORTL;22,00
32780;PORTM;11,00
32781;KPL_VALM;700,00
32781;PORT1000KJ;185,70
32781;PORTL;350,00
32781;PORTM;300,00
32781;PORTS;250,00
32782;KPL_VALM;700,00
32782;PORT1000KJ;212,34
32782;PORTL;350,00
32782;PORTM;300,00
32782;PORTS;250,00
32783;PORT1000KJ;492,68
32783;PORTS;150,00
32783;PORTM;200,00
32783;PORTL;400,00
32783;TL;5,00
32783;DL;100,00
32783;RKL;15,00
32784;PORT1000KJ;163,35
32784;KPL_L;20,00
32784;KPL_S;8,00
32784;KPL_M;11,00
32784;PORTS;5,00
32784;PORTL;22,00
32784;PORTM;11,00
32786;PORT1000KJ;124,03
32786;KPL_L;20,00
32786;KPL_M;11,00
32786;KPL_S;8,00
32786;PORTL;22,00
32786;PORTM;11,00
32786;PORTS;5,00
32787;PORTS;150,00
32787;PORTM;200,00
32787;PORT1000KJ;371,51
32787;DL;100,00
32787;RKL;15,00
32787;PORTL;400,00
32790;PORTM;200,00
32790;PORTS;150,00
32790;PORTL;400,00
32790;PORT1000KJ;293,60
32790;RKL;15,00
32790;DL;100,00
32792;KPL_VALM;600,00
32792;PORT1000KJ;182,28
32792;PORTL;350,00
32792;PORTM;300,00
32792;PORTS;250,00
32794;PORT1000KJ;167,67
32794;PORTS;250,00
32794;PORTM;300,00
32794;PORTL;350,00
32795;PORT1000KJ;171,65
32795;DL;70,00
32795;KPL_M;100,00
32795;PORTL;200,00
32795;PORTM;100,00
32795;PORTS;50,00
32796;PORT1000KJ;112,92
32796;KPL_M;100,00
32796;DL;70,00
32796;PORTL;200,00
32796;PORTM;100,00
32796;PORTS;50,00
32798;KPL_VALM;700,00
32798;PORT1000KJ;181,55
32798;PORTS;250,00
32798;PORTM;350,00
32798;PORTL;450,00
32799;KPL_VALM;700,00
32799;PORT1000KJ;173,11
32799;PORTS;250,00
32799;PORTM;350,00
32799;PORTL;450,00
32800;PORT1000KJ;86,20
32800;PORTS;80,00
32800;PORTM;100,00
32800;PORTL;200,00
32801;PORT1000KJ;267,69
32801;KPL_VALM;700,00
32801;PORTL;350,00
32801;PORTM;300,00
32801;PORTS;250,00
32802;PORT1000KJ;120,06
32802;DL;55,00
32802;PORTL;125,00
32802;PORTM;65,00
32802;PORTS;30,00
32804;PORT1000KJ;330,46
32804;DL;50,00
32804;PORTS;30,00
32804;PORTM;65,00
32804;PORTL;125,00
32805;PORT1000KJ;205,77
32805;PORTL;350,00
32805;PORTM;300,00
32805;PORTS;250,00
32806;KPL_VALM;700,00
32806;PORT1000KJ;227,77
32806;PORTL;350,00
32806;PORTM;300,00
32806;PORTS;250,00
32807;PORT1000KJ;202,34
32807;PORTS;250,00
32807;PORTM;300,00
32807;PORTL;350,00
32808;KPL_VALM;700,00
32808;PORT1000KJ;240,38
32808;PORTL;350,00
32808;PORTM;300,00
32808;PORTS;250,00
32811;PORT1000KJ;298,94
32811;KPL_VALM;300,00
32811;PORTS;240,00
32811;PORTM;300,00
32811;PORTL;390,00
32812;PORT1000KJ;112,59
32812;PORTS;40,00
32812;PORTM;80,00
32812;PORTL;130,00
32813;PORT1000KJ;98,16
32813;KPL_S;80,00
32813;KPL_M;115,00
32813;KPL_L;150,00
32813;PORTS;80,00
32813;PORTM;120,00
32813;PORTL;160,00
32814;PORT1000KJ;182,75
32814;PORTS;40,00
32814;PORTM;80,00
32814;PORTL;130,00
32815;PORT1000KJ;88,15
32815;PORTS;40,00
32815;PORTM;80,00
32815;PORTL;130,00
32816;PORTS;50,00
32816;PORTM;100,00
32816;PORTL;200,00
32816;PORT1000KJ;82,83
32816;KPL_S;90,00
32816;KPL_M;120,00
32816;KPL_L;150,00
32819;PORT1000KJ;124,53
32819;KPL_S;60,00
32819;KPL_M;90,00
32819;PORTS;40,00
32819;PORTM;80,00
32819;PORTL;130,00
32820;PORT1000KJ;53,18
32820;KPL_S;30,00
32820;KPL_M;50,00
32820;KPL_L;100,00
32820;PORTS;30,00
32820;PORTM;50,00
32820;PORTL;100,00
32821;PORT1000KJ;59,42
32821;KPL_M;25,00
32821;KPL_L;50,00
32821;PORTS;30,00
32821;PORTM;50,00
32821;PORTL;100,00
32822;PORT1000KJ;275,93
32822;KPL_VALM;300,00
32822;PORTS;240,00
32822;PORTM;300,00
32822;PORTL;390,00
32823;PORT1000KJ;140,90
32823;KPL_S;18,00
32823;KPL_M;40,00
32823;KPL_L;70,00
32823;PORTS;75,00
32823;PORTM;150,00
32823;PORTL;300,00
32824;PORT1000KJ;123,86
32824;KPL_S;18,00
32824;KPL_M;40,00
32824;KPL_L;70,00
32824;PORTM;150,00
32824;PORTL;300,00
32824;PORTS;75,00
32825;PORT1000KJ;125,04
32825;KPL_S;18,00
32825;KPL_M;40,00
32825;KPL_L;70,00
32825;PORTS;75,00
32825;PORTM;150,00
32825;PORTL;300,00
32826;PORT1000KJ;164,99
32826;KPL_S;18,00
32826;KPL_M;40,00
32826;KPL_L;70,00
32826;PORTS;75,00
32826;PORTL;300,00
32826;PORTM;150,00
32827;PORT1000KJ;161,88
32827;KPL_M;85,00
32827;PORTS;85,00
32827;PORTM;170,00
32827;PORTL;250,00
32828;PORT1000KJ;165,58
32828;KPL_M;85,00
32828;PORTS;85,00
32828;PORTM;170,00
32828;PORTL;250,00
32829;PORT1000KJ;143,98
32829;KPL_M;85,00
32829;PORTS;85,00
32829;PORTM;170,00
32829;PORTL;250,00
32830;PORT1000KJ;145,53
32830;KPL_M;85,00
32830;PORTS;85,00
32830;PORTM;170,00
32830;PORTL;250,00
32831;PORT1000KJ;144,42
32831;KPL_S;18,00
32831;KPL_M;40,00
32831;KPL_L;70,00
32831;PORTS;75,00
32831;PORTM;150,00
32831;PORTL;300,00
32832;PORT1000KJ;253,95
32832;DL;100,00
32832;RKL;15,00
32832;TL;5,00
32832;PORTS;30,00
32832;PORTM;50,00
32832;PORTL;100,00
32833;PORT1000KJ;120,80
32833;KPL_M;50,00
32833;PORTS;75,00
32833;PORTM;150,00
32833;PORTL;300,00
32834;PORT1000KJ;125,98
32834;KPL_M;50,00
32834;PORTS;75,00
32834;PORTM;150,00
32834;PORTL;300,00
32835;PORT1000KJ;113,74
32835;KPL_M;50,00
32835;PORTS;75,00
32835;PORTM;150,00
32835;PORTL;300,00
32836;PORT1000KJ;69,41
32836;KPL_M;50,00
32836;PORTL;300,00
32836;PORTM;150,00
32836;PORTS;75,00
32837;PORT1000KJ;63,70
32837;DL;100,00
32837;RKL;15,00
32837;TL;5,00
32837;PORTS;30,00
32837;PORTM;50,00
32837;PORTL;100,00
32838;PORT1000KJ;104,26
32838;KPL_M;50,00
32838;PORTL;300,00
32838;PORTM;150,00
32838;PORTS;75,00
32839;PORT1000KJ;376,41
32839;PORTS;80,00
32839;PORTL;200,00
32839;PORTM;150,00
32840;PORT1000KJ;265,96
32840;DL;80,00
32840;PORTS;40,00
32840;PORTL;130,00
32840;PORTM;80,00
32841;PORT1000KJ;278,96
32841;DL;80,00
32841;PORTS;40,00
32841;PORTL;130,00
32841;PORTM;80,00
32842;PORT1000KJ;248,51
32842;DL;80,00
32842;PORTS;40,00
32842;PORTL;130,00
32842;PORTM;80,00
32843;PORT1000KJ;123,08
32843;DL;80,00
32843;PORTS;40,00
32843;PORTL;130,00
32843;PORTM;80,00
32845;PORT1000KJ;127,92
32845;DL;100,00
32845;RKL;15,00
32845;TL;5,00
32845;PORTS;30,00
32845;PORTM;50,00
32845;PORTL;100,00
32847;PORT1000KJ;261,77
32847;KPL_VALM;300,00
32847;PORTS;240,00
32847;PORTM;300,00
32847;PORTL;390,00
32848;PORT1000KJ;192,36
32848;KPL_VALM;320,00
32848;PORTS;260,00
32848;PORTM;320,00
32848;PORTL;420,00
32849;PORT1000KJ;65,64
32849;PORTL;35,00
32849;PORTM;30,00
32849;PORTS;25,00
32850;PORTM;80,00
32850;PORTL;105,00
32850;PORT1000KJ;327,32
32850;DL;100,00
32850;RKL;15,00
32850;PORTS;25,00
32851;PORT1000KJ;222,19
32851;PORTS;250,00
32851;PORTM;300,00
32851;PORTL;350,00
32852;PORT1000KJ;58,31
32852;KPL_S;30,00
32852;KPL_M;40,00
32852;KPL_L;60,00
32852;PORTS;35,00
32852;PORTM;55,00
32852;PORTL;105,00
32853;PORT1000KJ;223,05
32853;PORTS;250,00
32853;PORTM;300,00
32853;PORTL;350,00
32854;PORT1000KJ;205,59
32854;PORTS;250,00
32854;PORTM;300,00
32854;PORTL;350,00
32855;PORT1000KJ;118,31
32855;KPL_M;50,00
32855;PORTS;75,00
32855;PORTM;150,00
32855;PORTL;300,00
32856;PORT1000KJ;114,27
32856;KPL_M;50,00
32856;PORTS;75,00
32856;PORTM;150,00
32856;PORTL;300,00
32857;PORT1000KJ;108,67
32857;KPL_M;50,00
32857;PORTS;75,00
32857;PORTM;150,00
32857;PORTL;300,00
32858;PORT1000KJ;161,54
32858;KPL_M;115,00
32858;PORTS;110,00
32858;PORTL;330,00
32858;PORTM;225,00
32859;PORT1000KJ;102,89
32859;PORTS;40,00
32859;PORTM;80,00
32859;PORTL;130,00
32862;PORT1000KJ;183,49
32862;KPL_S;20,00
32862;KPL_M;30,00
32862;KPL_L;40,00
32862;PORTS;20,00
32862;PORTM;35,00
32862;PORTL;50,00
32863;PORT1000KJ;264,48
32863;PORTS;100,00
32863;PORTM;150,00
32863;PORTL;200,00
32864;PORT1000KJ;251,76
32864;PORTS;100,00
32864;PORTM;150,00
32864;PORTL;200,00
32865;PORT1000KJ;193,68
32865;PORTS;300,00
32865;PORTM;350,00
32865;PORTL;400,00
32866;PORT1000KJ;207,37
32866;PORTS;300,00
32866;PORTM;350,00
32866;PORTL;400,00
32867;PORT1000KJ;136,34
32867;PORTL;130,00
32867;PORTM;80,00
32867;PORTS;40,00
32868;PORTL;130,00
32868;PORTM;80,00
32868;PORTS;40,00
32868;PORT1000KJ;114,32
32868;KPL_M;90,00
32868;KPL_S;60,00
32870;PORT1000KJ;877,12
32870;DL;50,00
32870;PORTS;40,00
32870;PORTM;60,00
32870;PORTL;100,00
32871;PORT1000KJ;121,02
32871;KPL_S;20,00
32871;KPL_M;30,00
32871;KPL_L;40,00
32871;PORTS;90,00
32871;PORTM;120,00
32871;PORTL;150,00
32872;PORT1000KJ;159,35
32872;DL;100,00
32872;RKL;15,00
32872;PORTS;50,00
32872;PORTM;100,00
32872;PORTL;150,00
32873;PORT1000KJ;415,96
32873;DL;100,00
32873;RKL;15,00
32873;PORTS;200,00
32873;PORTM;350,00
32873;PORTL;400,00
32874;PORT1000KJ;413,77
32874;DL;100,00
32874;RKL;15,00
32874;PORTS;200,00
32874;PORTM;350,00
32874;PORTL;400,00
32875;PORT1000KJ;658,50
32875;DL;100,00
32875;RKL;15,00
32875;PORTS;200,00
32875;PORTM;350,00
32875;PORTL;400,00
32876;KPL_VALM;300,00
32876;PORT1000KJ;289,17
32876;PORTL;350,00
32876;PORTM;300,00
32876;PORTS;250,00
32877;PORT1000KJ;394,79
32877;DL;100,00
32877;RKL;15,00
32877;TL;5,00
32877;PORTS;200,00
32877;PORTL;400,00
32877;PORTM;350,00
32878;PORT1000KJ;218,00
32878;DL;100,00
32878;RKL;15,00
32878;PORTL;150,00
32878;PORTS;50,00
32878;PORTM;100,00
32879;PORT1000KJ;171,57
32879;DL;100,00
32879;RKL;15,00
32879;PORTL;150,00
32879;PORTS;50,00
32879;PORTM;100,00
32880;PORTS;150,00
32880;PORTL;250,00
32880;PORT1000KJ;195,14
32880;DL;100,00
32880;RKL;15,00
32880;PORTM;200,00
32881;PORT1000KJ;209,06
32881;RKL;15,00
32881;DL;100,00
32881;PORTM;200,00
32881;PORTL;250,00
32881;PORTS;150,00
32882;PORT1000KJ;177,33
32882;RKL;15,00
32882;DL;100,00
32882;PORTM;200,00
32882;PORTL;250,00
32882;PORTS;150,00
32883;PORTS;150,00
32883;PORT1000KJ;435,41
32883;RKL;15,00
32883;DL;100,00
32883;PORTL;250,00
32883;PORTM;200,00
32884;PORTL;250,00
32884;PORTM;200,00
32884;PORTS;150,00
32884;PORT1000KJ;393,28
32884;RKL;15,00
32884;DL;100,00
32885;PORT1000KJ;584,83
32885;RKL;15,00
32885;DL;100,00
32885;TL;5,00
32885;PORTL;400,00
32885;PORTM;200,00
32885;PORTS;150,00
32886;PORTL;250,00
32886;PORTM;200,00
32886;PORT1000KJ;263,42
32886;DL;100,00
32886;RKL;15,00
32886;PORTS;150,00
32887;PORTM;200,00
32887;PORTL;400,00
32887;PORT1000KJ;457,00
32887;DL;100,00
32887;RKL;15,00
32887;PORTS;150,00
32888;PORT1000KJ;122,44
32888;DL;100,00
32888;RKL;15,00
32888;TL;5,00
32888;PORTS;30,00
32888;PORTM;50,00
32888;PORTL;100,00
32889;PORTL;250,00
32889;PORT1000KJ;183,32
32889;DL;100,00
32889;RKL;15,00
32889;PORTM;200,00
32889;PORTS;150,00
32890;PORT1000KJ;189,30
32890;PORTL;250,00
32890;RKL;15,00
32890;DL;100,00
32890;PORTM;200,00
32890;PORTS;150,00
32891;PORT1000KJ;73,60
32891;PORTS;80,00
32891;PORTL;160,00
32891;PORTM;120,00
32892;PORT1000KJ;1637,73
32892;DL;100,00
32892;RKL;15,00
32892;TL;5,00
32892;PORTS;150,00
32892;PORTM;250,00
32892;PORTL;500,00
32893;PORT1000KJ;2422,48
32893;DL;100,00
32893;RKL;15,00
32893;TL;5,00
32893;PORTS;150,00
32893;PORTM;250,00
32893;PORTL;500,00
32894;PORT1000KJ;705,52
32894;TL;5,00
32894;RKL;15,00
32894;DL;100,00
32894;PORTS;150,00
32894;PORTM;250,00
32894;PORTL;500,00
32895;PORT1000KJ;32,23
32895;RKL;10,00
32895;PORTS;20,00
32895;PORTM;50,00
32895;PORTL;100,00
32897;PORT1000KJ;1338,15
32897;DL;100,00
32897;RKL;15,00
32897;TL;5,00
32897;PORTS;250,00
32897;PORTM;330,00
32897;PORTL;500,00
32898;PORT1000KJ;288,02
32898;PORTS;100,00
32898;PORTM;125,00
32898;PORTL;150,00
32899;PORT1000KJ;280,72
32899;PORTS;100,00
32899;PORTM;125,00
32899;PORTL;150,00
32900;PORT1000KJ;285,07
32900;PORTL;150,00
32900;PORTM;125,00
32900;PORTS;100,00
32901;PORT1000KJ;171,40
32901;KPL_M;15,00
32901;PORTS;100,00
32901;PORTL;200,00
32901;PORTM;150,00
32903;PORT1000KJ;475,56
32903;DL;100,00
32903;RKL;15,00
32903;PORTS;100,00
32903;PORTM;150,00
32903;PORTL;200,00
32904;PORT1000KJ;259,50
32904;DL;75,00
32904;PORTS;200,00
32904;PORTM;250,00
32904;PORTL;300,00
32905;PORT1000KJ;133,75
32905;KPL_M;20,00
32905;PORTM;200,00
32905;PORTS;100,00
32905;PORTL;150,00
32906;PORT1000KJ;139,28
32906;KPL_M;20,00
32906;PORTM;200,00
32906;PORTL;150,00
32906;PORTS;100,00
32907;PORT1000KJ;126,18
32907;KPL_M;20,00
32907;PORTL;200,00
32907;PORTM;150,00
32907;PORTS;100,00
32908;PORT1000KJ;175,21
32908;DL;75,00
32908;PORTL;300,00
32908;PORTM;250,00
32908;PORTS;200,00
32910;PORT1000KJ;250,31
32910;DL;75,00
32910;PORTL;300,00
32910;PORTS;200,00
32910;PORTM;250,00
32911;PORT1000KJ;164,02
32911;DL;100,00
32911;RKL;15,00
32911;TL;5,00
32911;PORTS;100,00
32911;PORTM;150,00
32911;PORTL;200,00
32914;PORT1000KJ;197,57
32914;DL;75,00
32914;PORTS;200,00
32914;PORTL;300,00
32914;PORTM;250,00
32915;PORT1000KJ;134,87
32915;DL;75,00
32915;PORTS;200,00
32915;PORTL;300,00
32915;PORTM;250,00
32916;PORT1000KJ;303,87
32916;DL;75,00
32916;PORTS;200,00
32916;PORTM;250,00
32916;PORTL;300,00
32917;PORT1000KJ;158,36
32917;KPL_S;20,00
32917;KPL_M;30,00
32917;KPL_L;50,00
32917;PORTM;150,00
32917;PORTS;100,00
32917;PORTL;200,00
32918;PORT1000KJ;164,92
32918;KPL_S;20,00
32918;KPL_M;30,00
32918;KPL_L;50,00
32918;PORTM;150,00
32918;PORTS;100,00
32918;PORTL;200,00
32920;PORT1000KJ;157,18
32920;PORTS;120,00
32920;PORTL;240,00
32920;PORTM;180,00
32921;PORT1000KJ;155,06
32921;PORTS;120,00
32921;PORTL;240,00
32921;PORTM;180,00
32922;PORT1000KJ;219,25
32922;DL;75,00
32922;PORTL;300,00
32922;PORTM;250,00
32922;PORTS;200,00
32923;PORT1000KJ;215,79
32923;DL;75,00
32923;PORTS;200,00
32923;PORTM;250,00
32923;PORTL;300,00
32925;PORT1000KJ;67,05
32925;DL;60,00
32925;PORTS;20,00
32925;PORTM;40,00
32925;PORTL;60,00
32926;PORT1000KJ;77,10
32926;KPL_S;80,00
32926;KPL_M;90,00
32926;KPL_L;125,00
32926;PORTM;80,00
32926;PORTS;35,00
32926;PORTL;105,00
32927;PORT1000KJ;157,29
32927;DL;75,00
32927;PORTM;250,00
32927;PORTL;300,00
32927;PORTS;200,00
32928;PORT1000KJ;259,25
32928;KPL_VALM;300,00
32928;PORTS;240,00
32928;PORTM;300,00
32928;PORTL;390,00
32930;PORT1000KJ;149,24
32930;DL;75,00
32930;PORTS;200,00
32930;PORTL;300,00
32930;PORTM;250,00
32931;PORT1000KJ;63,38
32931;DL;60,00
32931;PORTL;60,00
32931;PORTM;40,00
32931;PORTS;20,00
32932;PORT1000KJ;278,86
32932;KPL_VALM;300,00
32932;PORTS;250,00
32932;PORTM;300,00
32932;PORTL;350,00
32936;PORT1000KJ;152,75
32936;DL;55,00
32936;PORTS;120,00
32936;PORTL;300,00
32936;PORTM;230,00
32937;PORT1000KJ;160,33
32937;KPL_M;55,00
32937;PORTS;60,00
32937;PORTM;120,00
32937;PORTL;180,00
32938;PORT1000KJ;66,49
32938;PORTS;20,00
32938;PORTM;40,00
32938;PORTL;60,00
32939;PORT1000KJ;470,28
32939;PORTS;35,00
32939;PORTM;70,00
32939;PORTL;105,00
32943;PORT1000KJ;209,31
32943;PORTS;100,00
32943;PORTL;215,00
32943;PORTM;160,00
32944;PORT1000KJ;90,74
32944;KPL_M;80,00
32944;KPL_S;50,00
32944;KPL_L;130,00
32944;PORTM;120,00
32944;PORTL;160,00
32944;PORTS;90,00
32947;PORT1000KJ;84,78
32947;KPL_VALM;14,00
32947;PORTL;50,00
32947;PORTM;35,00
32947;PORTS;20,00
32949;PORT1000KJ;83,72
32949;KPL_S;10,00
32949;KPL_M;15,00
32949;KPL_L;20,00
32949;KPL_VALM;11,00
32949;PORTL;50,00
32949;PORTM;35,00
32949;PORTS;20,00
32950;PORT1000KJ;82,56
32950;KPL_VALM;14,00
32950;PORTS;20,00
32950;PORTM;35,00
32950;PORTL;50,00
32951;PORT1000KJ;73,24
32951;PORTL;50,00
32951;PORTM;35,00
32951;PORTS;20,00
32955;PORT1000KJ;84,18
32955;KPL_M;20,00
32955;KPL_VALM;32,50
32955;PORTS;20,00
32955;PORTM;30,00
32955;PORTL;40,00
32956;PORT1000KJ;76,90
32956;KPL_M;20,00
32956;KPL_VALM;30,00
32956;PORTL;40,00
32956;PORTM;30,00
32956;PORTS;20,00
32957;PORT1000KJ;98,81
32957;KPL_VALM;30,00
32957;KPL_M;20,00
32957;PORTS;20,00
32957;PORTM;30,00
